author	paragraphs	rhythmic	polarity analysis	polarity score
辛弃疾	呼斗酒，同君酌	满江红	positive	0.7446024178677613
辛弃疾	酒亦关人何事，正自不能不尔，谁遣白衣来	水调歌头	positive	0.9777011905850561
辛弃疾	掀髯把酒一笑，诗在片帆西	水调歌头	positive	0.9603776602160633
辛弃疾	竹树前溪风月，鸡酒东家父老，一笑偶相逢	水调歌头	negative	0.4862537541721421
辛弃疾	闻道钧天帝所，频上玉卮春酒，冠珮拥龙楼	水调歌头	negative	0.4984565196051164
辛弃疾	愁殢酒，又独醒	贺新郎	positive	0.8288888735009419
辛弃疾	有酒重携	新荷叶	negative	0.1133360358257689
辛弃疾	细数从前，不应诗酒皆非	新荷叶	positive	0.9096853470000367
辛弃疾	怎消除，须殢酒，更吟诗	最高楼	negative	0.4552740863210921
辛弃疾	风斜画烛天香夜，凉生翠盖酒酣时	最高楼	negative	0.15138559483808756
辛弃疾	人生行乐耳，身后虚名，何似生前一杯酒	洞仙歌	negative	0.021472754969552255
辛弃疾	旗亭有酒径须赊	江神子・江城子	negative	0.10843357540888665
辛弃疾	酒群花队，攀得短辕折	六么令	negative	0.0942454482962497
辛弃疾	坐客尊酒频空，剩欠真珠压	六么令	negative	0.14525163643638905
辛弃疾	算除非，痛把酒疗花治	满庭芳	positive	0.8136258489206409
辛弃疾	青旗卖酒，山那畔、别有人间，只消山水光中，无事过这一夏	丑奴儿・采桑子	positive	0.8160691944998502
辛弃疾	点检笙歌多酿酒	蝶恋花	positive	0.6609258701446987
辛弃疾	少日春怀似酒浓。老去逢春如病酒	定风波	positive	0.8369341019815397
辛弃疾	莫向空山吹玉笛，壮怀酒醒心惊。被翻红锦浪，酒满玉壶冰	临江仙	negative	0.13786323546192802
辛弃疾	酒杯秋吸露，诗句夜裁冰	临江仙	positive	0.9993878054982793
辛弃疾	老来情味减，对别酒、怯流年。长安故人问我，道寻常、泥酒只依然	木兰花慢	negative	0.21269836996503977
辛弃疾	这里都愁酒尽，那边正和诗忙	朝中措	positive	0.9832229069827564
辛弃疾	酒频中	乌夜啼	positive	0.6363757138317061
辛弃疾	朱颜晕酒，方瞳点漆，闲傍松边倚杖	鹊桥仙	negative	0.41411442056575665
辛弃疾	玉觞泪满却停觞，怕酒似、郎情薄	一络索・一落萦	positive	0.7879430585643751
辛弃疾	唤得笙歌劝君酒。酒如春好，春色年年如旧	感皇恩	positive	0.6433098378113898
辛弃疾	别浦鱼肥堪脍，前村酒美重斟	西江月	positive	0.7360569939738439
辛弃疾	白酒床头初熟	清平乐	negative	0.21975344768347782
辛弃疾	唤取酒边来，软语裁春雪	生查子	negative	0.302918363492643
辛弃疾	从今赏心乐事，剩安排、酒令诗筹	声声慢	positive	0.965016442659919
辛弃疾	黄卷莫教诗酒污，玉阶不信仙凡隔	满江红	positive	0.8355747942066876
辛弃疾	待羔儿、酒罢又烹茶，扬州鹤	满江红	positive	0.9995613214142418
辛弃疾	诗酒社，江山笔	满江红	positive	0.727580294336511
辛弃疾	把酒长亭说	贺新郎	negative	0.34172296424540094
辛弃疾	重进酒，唤呜瑟	贺新郎	negative	0.3340053244553274
辛弃疾	寄我五云字，恰向酒边来	水调歌头	negative	0.36673219263701506
辛弃疾	酒罢且勿起，重挽史君须	水调歌头	negative	0.14441085840528767
辛弃疾	我饮不须劝，正怕酒尊空	水调歌头	negative	0.020708270237509097
辛弃疾	有时三盏两盏，淡酒醉蒙鸿	水调歌头	negative	0.3759610110452237
辛弃疾	少年握槊，气凭陵、酒圣诗豪馀事	念奴娇	positive	0.9948089219170725
辛弃疾	药笼功名，酒垆身世，可惜蒙头雪	念奴娇	positive	0.9921935001746419
辛弃疾	闲饮酒，醉吟诗	最高楼	positive	0.987776233930546
辛弃疾	乐天诗句香山里，杜陵酒债曲江边	最高楼	positive	0.8991444691452423
辛弃疾	怎得似、长年画堂劝酒	瑞鹤仙	negative	0.4377715099756274
辛弃疾	知翁止酒，待重教、莲社人沽	汉宫春	negative	0.06480169891246346
辛弃疾	有酒忘杯，有笔忘诗，弄溪奈何	沁园春	positive	0.9530948435729769
辛弃疾	酒圣诗豪，可能无势，我乃而今驾驭卿	沁园春	positive	0.988350153332614
辛弃疾	酒兵昨夜压愁城	江神子・江城子	negative	0.34263922222969234
辛弃疾	怕寻酒伴懒吟诗	鹧鸪天	positive	0.67650966824263
辛弃疾	香暖处，酒醒时	鹧鸪天	negative	0.4688737887843236
辛弃疾	青旗沽酒有人家	鹧鸪天	positive	0.650074364267943
辛弃疾	多情白发春无奈，晚日青□酒易赊	鹧鸪天	negative	0.3385267320639225
辛弃疾	诗酒社，水边乡	鹧鸪天	positive	0.8975067734120136
辛弃疾	绿野先生闲袖手，却寻诗酒功名	临江仙	positive	0.9993693783174398
辛弃疾	一杯千岁酒，重拜太夫人	临江仙	negative	0.40196179159702194
辛弃疾	不然唤近酒边来	浣溪沙	positive	0.537668047914077
辛弃疾	只愁酒尽各西东，更把酒、推辞一霎	鹊桥仙	negative	0.396516429756008
辛弃疾	怕有人来，但只道、今朝中酒	一枝花・促拍满路花	negative	0.304106963128455
辛弃疾	问君知否，鸱夷载酒，不似井瓶身误	永遇乐	negative	0.19703886530448367
辛弃疾	酒酣耳热，又何须、幽愤裁诗	新荷叶	positive	0.5442070259395042
辛弃疾	看封关外水云侯，剩按山中诗酒部	玉楼春	negative	0.48483314054137316
辛弃疾	今夜酒肠还道窄，多情	南乡子	negative	0.141783867572719
辛弃疾	解释春光，剩须破费，酒令诗筹	柳梢青	negative	0.480467909413277
辛弃疾	宿酒醒时，算只有、清愁而已	满江红	negative	0.21504511895206257
辛弃疾	想当年、良辰已恨，夜阑酒空人散	永遇乐	positive	0.5804117404244553
辛弃疾	病来止酒，辜负鸬鹚杓	蓦山溪	negative	0.4504066176492867
辛弃疾	纵无酒成怅望，只东篱、搔首亦风流	木兰花慢	negative	0.4992661110083677
辛弃疾	旧时楼上客，爱把酒、向南山	木兰花慢	negative	0.17348721688695634
辛弃疾	一杯酒，问何似，身后名	水调歌头	negative	0.05082998221694024
辛弃疾	欢多少，歌长短，酒浅深	水调歌头	positive	0.9700245453151799
辛弃疾	杯汝知乎，酒泉罢侯，鸱夷乞骸。君诗好，似提壶却劝，沽酒何哉	沁园春	positive	0.9744763373538643
辛弃疾	为沽美酒，过溪来、谁道幽人难致	念奴娇	positive	0.9068764511925808
辛弃疾	亲朋来贺喜，休辞酒	感皇恩	negative	0.38883483236780625
辛弃疾	一个一百岁，一杯酒	感皇恩	negative	0.24893197534888478
辛弃疾	记取岐亭买酒，云洞题诗	婆罗门引	negative	0.25305228913685085
辛弃疾	想见闲愁未了，宿酒才消	婆罗门引	positive	0.6883644697883231
辛弃疾	客来时、酒尽重沽	行香子	negative	0.16652846252285236
辛弃疾	春色难留，酒杯常浅	锦帐春	positive	0.7817763417991096
辛弃疾	身世酒杯中	浪淘沙	positive	0.859180316191214
辛弃疾	莫说弓刀事业，依然诗酒功名	破阵子	positive	0.9610393099331342
辛弃疾	浑未办、黄柑荐酒，更传青韭堆盘	汉宫春	negative	0.17294544013087643
辛弃疾	许多愁，问君有酒，何不日丝竹	归朝欢	positive	0.8937268371153976
辛弃疾	一自酒情诗兴懒，舞裙歌扇阑珊	临江仙	negative	0.4806223841320185
辛弃疾	提壶沽酒已多时，婆饼焦时须早去	玉楼春	negative	0.07354537200000488
辛弃疾	酒徒今有几高阳	鹧鸪天	positive	0.5160898712921523
辛弃疾	谁知止酒停云老，独立斜阳数过鸿	鹧鸪天	positive	0.94451037142297
辛弃疾	病绕梅花酒不空	鹧鸪天	negative	0.3330963213489532
辛弃疾	古来惟有酒偏香	鹧鸪天	negative	0.07786901989488815
辛弃疾	闲愁投老无多子，酒病而今较减些	鹧鸪天	positive	0.9804604509515208
辛弃疾	天香夜染衣犹湿，国色朝酣酒未苏	鹧鸪天	positive	0.5463536421361345
辛弃疾	酒面低迷翠被重	浣溪沙	positive	0.7507132418507447
辛弃疾	病怯杯盘甘止酒，老依香火苦翻经	浣溪沙	negative	0.2349597016594679
辛弃疾	隔墙沽酒□纤鳞	浣溪沙	negative	0.40535057587823564
辛弃疾	歌再起，人再舞，酒才消	乌夜啼	negative	0.31751363737334326
辛弃疾	蕙香佳酒君归	河渎神	positive	0.9613028396351627
辛弃疾	把酒问姮娥	太常引	negative	0.24881178660931702
辛弃疾	朝来漉酒那堪著	菩萨蛮	positive	0.6214829877715887
辛弃疾	谁载酒，带湖去	贺新郎	positive	0.5416655540913734
辛弃疾	天下事，可无酒	贺新郎	positive	0.6067403253614347
辛弃疾	唯酒是，万金药	贺新郎	positive	0.7027413530930735
辛弃疾	更著一杯酒，梦觉大槐宫	水调歌头	negative	0.30936043260517176
辛弃疾	真得归来笑语，方是闲中风月，剩费酒边诗	水调歌头	positive	0.9953481457136653
辛弃疾	酌酒援北斗，我亦虱其间	水调歌头	negative	0.33467266641886684
辛弃疾	尊酒一笑相逢，与公臭味，菊茂兰须悦	念奴娇	negative	0.20640201441951234
辛弃疾	都休殢酒，也莫论文	行香子	negative	0.0899196543167945
辛弃疾	何似从容来小住，倾美酒，听高歌	江神子・江城子	positive	0.9933735109270904
辛弃疾	裁诗未稳，得酒良佳	玉蝴蝶	positive	0.9879431704244931
辛弃疾	停云老子，有酒盈尊，琴书端可消忧	雨中花慢	positive	0.9743912279160309
辛弃疾	东篱多种菊，待学渊明，酒兴诗情不相似	洞仙歌	positive	0.9878440097025586
辛弃疾	酒寒谁遣为重温	鹧鸪天	positive	0.979266238120273
辛弃疾	使我长忘酒易，要君不作诗难	清平乐	positive	0.9606487171178881
辛弃疾	云何相遇酒边时，却道达人须饮满	玉楼春	negative	0.4448919865730542
辛弃疾	山中有酒提壶劝	玉楼春	negative	0.3314618322491165
辛弃疾	倾白酒，绕东篱	鹧鸪天	positive	0.6509356412092424
辛弃疾	人间路窄酒杯宽	鹧鸪天	negative	0.30308621730937113
辛弃疾	去岁君家把酒杯	鹧鸪天	positive	0.6184777508821578
辛弃疾	万象亭中殢酒	西江月	positive	0.708603107828694
辛弃疾	樟木桥边酒数杯	瑞鹧鸪	negative	0.4588772343422294
辛弃疾	寻常中酒扶头后，歌舞支持	丑奴儿・采桑子	positive	0.7438609471136135
辛弃疾	却自移家向酒泉	丑奴儿・采桑子	positive	0.7942044093389345
辛弃疾	寿酒同斟喜有馀	浣溪沙	positive	0.8710799540601227
辛弃疾	长年耽酒更吟诗	添字浣溪沙・山花子	positive	0.9572063684107687
辛弃疾	不待得、酒阑歌散	杏花天	positive	0.8129180664859331
辛弃疾	明日重斟别酒	昭君怨	negative	0.45443219656422584
辛弃疾	老子当年，饱经惯、花期酒约	满江红	positive	0.9545159388847232
辛弃疾	酒入香腮分外宜	一翦梅	positive	0.9920622140606197
辛弃疾	拼却日高呼不起，灯半灭，酒微醺	江城子	negative	0.025094719122760734
辛弃疾	曲里传情，更浓似、尊中酒	惜奴娇	negative	0.32014738153564004
辛弃疾	酒豪诗兴两联绵	鹧鸪天	positive	0.7859822730446643
辛弃疾	愁满芳心，酒潮红颊	踏莎行	positive	0.985658195695139
辛弃疾	春动酒旗风，野店芳醪留客	好事近	negative	0.19613169258198315
辛弃疾	政平讼简无事，酒社与诗坛	水调歌头	negative	0.09961334779275577
辛弃疾	酒是短桡歌是桨	渔家傲	negative	0.39107096050474865
辛弃疾	重阳佳致，可堪此景，酒酽花浓	金菊对芙蓉	negative	0.19643231855987187
赵善扛	意铄金卮酒	重叠金・菩萨蛮	positive	0.5246243890852812
赵善扛	花外青帘迷酒思，陌上晴光收翠岚	十拍子・破阵子	positive	0.9050200745771766
赵善扛	但知逢酒饮，逢花看	感皇恩	positive	0.6848040798519234
赵善扛	歌运长缫，酒凝深碧，和气盎然席上	喜迁莺	positive	0.9478105028950217
赵善括	人渐远，酒须倾	鹧鸪天	positive	0.8513230556497867
赵善括	江作酒，海为卮。酒酣渴思回春梦，自笑何时是足时	鹧鸪天	negative	0.2916741205762664
赵善括	寒色消残酒	虞美人	negative	0.39619034923608243
赵善括	花态净，酒杯宽	鹧鸪天	negative	0.49475775859071836
赵善括	携酒阵，嫌杯浅	满江红	positive	0.8712430923309846
赵善括	和气回春，滟一尊芳酒	醉蓬莱	negative	0.47147261666362617
赵善括	把酒对花频管领，怕狂风骤雨难拘束	贺新郎	positive	0.6516902508386164
赵善括	酒滟浮金盏，香缕霭雕盘	水调歌头	positive	0.8553813685548028
程垓	酒又难禁花又恼，漏声远，一更更，总断魂	摊破江城子・江城梅花引	positive	0.5699416647166609
程垓	凭画阑、那更春好花好，酒好人好。直饶酒好□渑，未抵意中人好	四代好・宴清都	positive	0.9997721667887013
程垓	酒盏飘零，几日顿疏行乐	碧牡丹	negative	0.19238182133905668
程垓	正酒面、琼稣初削	雪狮儿	positive	0.8697534654619358
程垓	□满船诗酒满船书，随意索	满江红	positive	0.7586301887585191
程垓	酒尊时事都相恼	凤栖梧・蝶恋花	negative	0.1756265635791351
程垓	买酒浇愁愁不尽，江烟也共凄凉	临江仙	positive	0.9069800719133679
程垓	一瓯看取，招回酒兴，爽彻诗魂	朝中措	negative	0.1913160086116923
程垓	白酒欺人易醉，黄花笑我多愁	乌夜啼	positive	0.8603063455754726
程垓	乐事灯前记，愁肠酒后知	望秦川・南歌子	positive	0.7140811148661779
程垓	闷酒尊难寻，闲香篆易销	南歌子	negative	0.48155322282462376
程垓	可奈酒酣花困处，不省人归	浪淘沙	negative	0.418163427725026
程垓	酒孤斟	长相思	positive	0.9501403608452803
程垓	酒入半腮微带卯	谒金门	positive	0.9158608512823827
程垓	酒病起来无力	谒金门	negative	0.4737672181921917
程垓	酒病厌厌三月尽	谒金门	positive	0.7418226233385362
程垓	伫立不禁残酒味	蝶恋花	positive	0.87692289882248
程垓	休赖酒，莫求神	鹧鸪天	negative	0.18620772537180674
程垓	昨夜酒多春睡重，莫惊他	愁倚阑・春光好	negative	0.25037147330620957
程垓	只因贪伴开炉酒，恼得红儿一夜讴	鹧鸪天	negative	0.23074174606790787
程垓	正减欢疏酒	一落索	positive	0.6471167347120054
程垓	簇定熏炉酥酒软，门外东风寒不知	破阵子	negative	0.06121840933350675
黄人杰	酒酣时听得，渔家曲	感皇恩	negative	0.17474581231918085
黄人杰	行时载酒寻芳，湖湾堤曲，放浪红尘脚	念奴娇	positive	0.5713764129944698
黄人杰	别驾公馀无个事，得将诗酒与栽培	浣溪沙	positive	0.54414702931547
黄人杰	安排酒盏相随	柳梢青	negative	0.4697383395600616
黄人杰	持酒劝飞仙，似江梅、累累子满	蓦山溪	negative	0.01887213137866872
黄人杰	渐夜凉风进，酒杯无力	满江红	negative	0.20490363022762492
陈三聘	饮酒不多元有量，吟诗无数添新轴	满江红	positive	0.5537462975690545
陈三聘	叹酒杯、不到子陵台，刘伶土	满江红	positive	0.9787056213067821
陈三聘	酒力先从脸晕生	浣溪沙	negative	0.47683456160367266
陈三聘	不妨尊酒兴悠然	浣溪沙	positive	0.8965690972932314
陈三聘	三杯淡酒，玉腴蔬嫩，青缕堆盘	朝中措	negative	0.25135160920657473
陈三聘	吾年如此，愁来问酒，困后呼茶	朝中措	positive	0.996711623442808
陈三聘	幽事酒醒初	朝中措	positive	0.9528723514747572
陈三聘	山鸟劝酤官酒贱	蝶恋花	negative	0.12961297979670994
陈三聘	别有好风吹酒、不须求	南柯子・南歌子	negative	0.12021594853740636
陈三聘	酒晕不温香脸，玉慵犹怯轻绡	西江月	positive	0.9349048871211496
陈三聘	宿酲谁解三杯酒	宜男草	negative	0.12733655142668987
陈三聘	酒阑花睡，梦魂重到京洛	念奴娇	negative	0.09327692732076298
陈三聘	别来何处，酒醒后，梦难觅	梦玉人引	positive	0.5817390838685419
陈三聘	扶困三杯酒	菩萨蛮	negative	0.18642447339747426
陈三聘	酒晕从教上脸丹	鹧鸪天	negative	0.4315678522763592
陈三聘	归来须著酒消磨，玉面点红缬	好事近	negative	0.3759606564037228
陈三聘	曾是花前把酒人，别梦溪堂冷	卜算子	positive	0.8471465921471014
陈三聘	更醉青楼酒	虞美人	negative	0.3095751637265377
陈三聘	酒面羊羔冻	虞美人	negative	0.13949471482418463
石孝友	举棹却寻归路，挥麈莫谈时事，得酒且频倾	水调歌头	positive	0.9871538647493334
石孝友	风梧不动酒醒迟	临江仙	negative	0.09231061160418752
石孝友	偷闲赢取酒边身	鹧鸪天	positive	0.7471811026992563
石孝友	好景凭诗断送，闲愁著酒消除	西江月	positive	0.9989655012140148
石孝友	爽气西山，绿波南浦，酿成芳酒	水龙吟	positive	0.9988411824983249
石孝友	娟娟芳意著花梢，盎盎暖香浮酒瓮	玉楼春	positive	0.9973139690573458
石孝友	春光荏苒花期，冷落酒伴飘零	朝中措	positive	0.5561495459772395
石孝友	酒浓花艳秋波滑	菩萨蛮	negative	0.39986550808113275
石孝友	独对黄花酒	清平乐	positive	0.888787290233788
石孝友	殢人残酒不能醒	浣溪沙	negative	0.11720831596812087
石孝友	好把萧滩玉笥，变作嘉肴芳酒，为寿莫停杯	水调歌头	positive	0.8016027240152713
石孝友	点检诗囊酒碗，抬贴舞裀歌扇，收尽两眉愁	水调歌头	negative	0.05605598890742003
石孝友	蚁酒浮明月，鲸波泛落星。争奈秋风江口、酒初醒	南歌子	positive	0.8299171459318387
石孝友	歌酒工夫懒，别离情绪恶	南歌子	positive	0.9906744652472449
石孝友	燕子泥香，鹅儿酒暖，曾见来那	柳梢青	positive	0.6093021695664065
石孝友	瘦颊凝酥，残妆弄酒，相逢一笑东风	满庭芳	positive	0.9800384236017908
石孝友	酒香唇，妆印臂	更漏子	positive	0.7710149044356218
石孝友	引杯相属蒲塘酒	蝶恋花	negative	0.28758671639926614
石孝友	踏青心缕懒，病酒情怀恶	千秋岁	positive	0.8974389667124741
韩玉	玉壶酒，倾潋滟，听君讴	水调歌头	positive	0.9671044115710437
韩玉	老去生涯殢樽酒	感皇恩	negative	0.3988445430282388
韩玉	君约我、今朝携酒，古台同上	满江红	negative	0.40600998106345554
韩玉	捍拨声传酒绿，蔷薇面衬宫黄	西江月	positive	0.976432330709287
韩玉	缓理新词来伴酒	减字木兰花	positive	0.5477239085127118
韩玉	三年尊酒半生话，千里云山一寸心	鹧鸪天	positive	0.8385867578130469
熊良翰	喜色上眉峰，且休辞、频倾芳酒	蓦山溪	negative	0.047687669570321556
欧阳光祖	称觞春酒，一饮红生双颊	瑞鹤仙	negative	0.44676209117131016
罗椿	前日登高谁信道，寿酒重浮茱萸	酹江月・念奴娇	positive	0.5786742794706242
刘光祖	独倚胡床酒初醒	洞仙歌	positive	0.970049353732408
刘光祖	明朝人在短亭西，看舞袖、双双行酒	鹊桥仙	negative	0.4807299960511815
刘光祖	送我一杯酒，谁起舞凉州	水调歌头	negative	0.23203308665593714
刘光祖	闲坐闲行闲饮酒，闲拈闲字闲文	临江仙	positive	0.9877652926708067
马子严	睡里相看，酒边凝想，许多风韵	水龙吟	negative	0.3300868368667411
马子严	空暗想，昔日长亭别酒，杜鹃催去	二郎神	positive	0.5059091822482634
马子严	年时把酒对君歌，歌不断	天仙子	positive	0.9750790060791777
马子严	烟横沽酒市，风转落梅村	临江仙	negative	0.020219130367234106
马子严	听得提壶沽美酒	归朝欢	positive	0.5676622319766751
马子严	任酒帘、飞动画楼晚	孤鸾	negative	0.20908877334779685
马子严	插花饮酒，狂歌醉舞寿昌宫	水调歌头	positive	0.6469663550354459
赵师侠	百岁光阴难挽，一笑欢娱易失，莫惜酒盈卮	水调歌头	positive	0.8053879758499988
赵师侠	已是都忘人我，一任吾身醒醉，有酒引连卮	水调歌头	positive	0.9588620365972823
赵师侠	歌共酒，谁酬酢	满江红	positive	0.8511064307233841
赵师侠	遇酒开颜，逢欢乐意，有似木人骑土牛	沁园春	positive	0.9769365683507576
赵师侠	棹檥西湖，人归南陌，酒晕红生脸	酹江月・念奴娇	positive	0.9837666691816036
赵师侠	留连朝暮，赏心不压芳酒	酹江月・念奴娇	negative	0.12568072073469772
赵师侠	薄酒浇愁，不那更筹促	蝶恋花	negative	0.41836006846493556
赵师侠	更被新来，酒饮频过火	蝶恋花	negative	0.21983068340694267
赵师侠	宿酒难醒，新愁未解，摇兀吟鞍	柳梢青	negative	0.09510255081523755
赵师侠	日助清芬，酒添风味，须与从容	柳梢青	positive	0.8966402885550875
赵师侠	把酒恨匆匆	菩萨蛮	positive	0.8179710390217374
赵师侠	天气著花如酒，醉娇红无力	好事近	positive	0.9314144713288849
赵师侠	云车风马，肸蚃来歆，桂酒椒浆	诉衷情	negative	0.1475732599165137
赵师侠	倾寿酒，诵声诗	诉衷情	positive	0.9835628342725408
赵师侠	有酒何须稚子赊	一翦梅	negative	0.421874597530976
赵师侠	酒旗花阵	点绛唇	positive	0.699115368429092
赵师侠	凭高念远思无穷，那堪宿酒厌厌病	踏莎行	positive	0.9455414368376934
陈亮	东阁少年今老矣，况樽中有酒嫌推去	贺新郎	positive	0.9464051481539026
陈亮	讲论参洙泗，杯酒到虞唐	水调歌头	positive	0.6402532419945993
陈亮	相逢樽酒何时，征衫容易，君去也、自家须住	祝英台近	negative	0.2093921114154461
陈亮	百年长共月团圆，女进男，酒称寿	天仙子	positive	0.9350057837707286
陈亮	樽酒从渠说，双眼为谁明	水调歌头	negative	0.37849137823058954
陈亮	已共酒杯，长坚海誓	踏莎行	positive	0.6491790938865349
陈亮	樽酒相逢成二老，却忆去年风雪	贺新郎	negative	0.14052089780954258
陈亮	酒圣诗狂，只遣愁无计	点绛唇	positive	0.9936878951568701
陈亮	栏堂香注酒重添	浣溪沙	positive	0.8449065621171475
陈亮	辋川轻舸，杜陵尊酒，半夜灯前雨	青玉案	positive	0.8157886205250415
陈亮	黄花浊酒情何限	渔家傲	positive	0.8537547346761496
陈亮	杯酒随宜醉	醉花阴	positive	0.6611453824538094
陈亮	杯酒且同欢，不许时人，轻料吾曹事	醉花阴	positive	0.9326495320145091
陈亮	那陶令，漉他谁酒，趁醒消详	秋兰香	negative	0.05680124332047154
陈亮	扶头酒醒炉香炧，心绪未全灰	眼儿媚	negative	0.12204893213536816
陈亮	恰好良辰花共酒，斗尊前、见在阳台女	贺新郎	negative	0.2532011952905422
杨炎正	强呼斗酒，发兴特上最高楼	水调歌头	negative	0.48393480388704313
杨炎正	父老一杯酒，争劝史君留	水调歌头	positive	0.5219953988242461
杨炎正	把酒对斜阳，无语问西风	水调歌头	negative	0.3221523676796235
杨炎正	独把瓦盆盛酒，自与渔樵分席，说伊政声佳	水调歌头	positive	0.5403140402845615
杨炎正	今夜东风吹酒醒，明朝万里骑黄鹄	满江红	negative	0.3234234545050936
杨炎正	花有恨，酒无力	满江红	negative	0.4822745026567866
杨炎正	寿酒如渑，拼一醉、劝君休惜	满江红	negative	0.39041245151225346
杨炎正	对鸡豚社酒，依然乡国	满江红	positive	0.6693967319703902
杨炎正	寿酒千觞斟不尽，一醉何妨今夕	念奴娇	positive	0.6663206360270536
杨炎正	黄堂今日贵，自著莱衣，捧劝金船十分酒	洞仙歌	negative	0.3639129954058449
杨炎正	闲中得味，酒中得趣，只恐天还也妒	鹊桥仙	negative	0.22421531709784026
杨炎正	点检笙歌多酿酒	蝶恋花	positive	0.6609258701446987
杨炎正	水载离怀，暮帆吹月寒欺酒	点绛唇	negative	0.46557717549351063
杨炎正	𦟂膎呷丁些来酒	桃源忆故人	negative	0.29732856827408516
杨炎正	占断小楼供把酒。月到波心忆酒媒	减字木兰花	negative	0.04661102182700172
杨炎正	欢生酒面浓，笑染炉香湿	生查子	negative	0.08705807593108805
杨炎正	黄封酒，生朝禄	满江红	negative	0.3654814139868662
赵师	拂拂红霞生酒面	减字木兰花	positive	0.8639826579186071
张	手栽一色红梅，香笼十亩，忍轻负、酒肠诗兴	祝英台近	negative	0.003979463703674191
张	不入东篱杯酒	如梦令	negative	0.18902140821522517
刘过	傍柳题诗，穿花劝酒，嗅蕊攀条得自如	沁园春	positive	0.5072344197750899
刘过	斗酒彘肩，风雨渡江，岂不快哉	沁园春	negative	0.07613676141969306
刘过	翠袖传觞，金貂换酒，痛饮何妨三百杯	沁园春	negative	0.36255941698328265
刘过	便平生豪气，销磨酒里，依然此乐，儿辈争知	沁园春	negative	0.0746286275225132
刘过	谁知道，向酴醿香里，杯酒同持	沁园春	negative	0.3212131168523159
刘过	收敛平生，筹边胸次，以酒浇之书传香	沁园春	positive	0.7774108861174859
刘过	酒须饮，诗可作，铗休弹	水调歌头	positive	0.7263512399100615
刘过	欲买桂花同载酒，终不似、少年游	唐多令	positive	0.9917726583942614
刘过	桂子莫教孤酒约	谒金门	negative	0.28367482527053
刘过	人醉也，尚呼酒	贺新郎	positive	0.836133008232165
刘过	把酒问春春不管	贺新郎	negative	0.46656400648184404
刘过	人道愁来须殢酒，无奈愁深酒浅	贺新郎	positive	0.9262328728415661
刘过	去尽酒徒无人问，唯有玉山自倒	贺新郎	negative	0.1034749498788079
刘过	记酒醒、香销时语	贺新郎	negative	0.19037461020416224
刘过	唤青娥、小红楼上，殷勤劝酒	贺新郎	positive	0.9956610116867565
刘过	记当年、悲歌击楫，酒酣箕踞	贺新郎	positive	0.5724357889442192
刘过	读罢离骚，酒香犹在，觉人间小	水龙吟	positive	0.9826231203017781
刘过	酒醒不襟寒力，纱窗外、月华薄	霜天晓角	negative	0.02033414568716374
刘过	更那堪酒醒	四字令・醉太平	positive	0.7517915499105028
刘过	严风催酒醒，微雨替梅愁	临江仙	negative	0.49485289023783485
刘过	残春中酒落花前	浣溪沙	positive	0.7872669346197256
刘过	酒阑无奈思依依	浣溪沙	negative	0.4780927822242689
刘过	几时劝酒不深颦	浣溪沙	positive	0.582786259819273
刘过	且来卖酒伴相如，骨细肌丰周昉画，肉多韵胜子瞻书	浣溪沙	negative	0.4329407970194157
刘过	素面偏宜酒晕，晓妆净洗啼痕	西江月	negative	0.1970449797402578
刘过	别酒醺醺容易醉。雪迷村店酒旗斜，去也是	天仙子	positive	0.999711749667485
刘过	宿酒醺难醒	小桃红・连理枝	positive	0.8501598100548057
刘过	一杯自劝羔儿酒，十幅销金暖帐笼	鹧鸪天	negative	0.37359211841962947
刘过	行道桥南无酒卖，老天犹困英雄	临江仙	positive	0.9682358313815018
刘过	夜露冷、酒随香醒	贺新郎	negative	0.1618221110977741
卢炳	凭栏凝伫酒初醒	西江月	positive	0.6864403227850091
卢炳	宿酒初醒，这般滋味，梦断池塘	柳梢青	positive	0.9938984169923669
卢炳	年来渐觉，诗肠愈窄，酒量偏狂	朝中措	negative	0.41729842754436874
卢炳	酒香沸沸透羞容	鹧鸪天	negative	0.42181076630389325
卢炳	今日向高堂，载卮酒、为君满劝	蓦山溪	positive	0.7912751023775938
卢炳	谁家酒滴真珠露	踏莎行	negative	0.18680028391061476
卢炳	酒酿新醅名不老	蝶恋花	negative	0.23254671078814115
卢炳	酒杯慵举	点绛唇	negative	0.4675426008172261
卢炳	太守无限风流，铃斋多暇，载酒郊原路	念奴娇	negative	0.08424064450255286
卢炳	诗兴逸，酒魂醒	鹧鸪天	negative	0.22154400322716805
姜夔	茅店酒，寿君时	阮郎归	positive	0.5477239085127101
姜夔	呼煮酒，摘青梅	鹧鸪天	negative	0.442258073785204
姜夔	便揉春为酒，翦雪作新诗，拚一日、绕花千转	玉梅令	positive	0.9669633799971048
姜夔	著酒行行满袂风	浣溪沙	negative	0.3815777814826117
姜夔	漂零久，而今何意，醉卧酒垆侧	霓裳中序第一	positive	0.9322139816163855
姜夔	酒醒波远，政凝想、明珰素袜	庆宫春・高阳台	positive	0.5173696843680693
姜夔	翠叶吹凉，玉容销酒，更洒菰蒲雨	念奴娇	positive	0.6233205950762061
姜夔	酒醒明月下，梦逐潮声去	玲珑四犯	positive	0.876150219689583
